abc;1032351;1296451231641;Visa
abc;1032351;1296451231641;Visa
abc;1032351;1296451231641;Visa
sadf;1032351;1296451231641;Visa
;1032351;1296451231641;Visa
dsfg;1032351;1296451231641;Visa
;1032351;1296451231641;Visa
;1032351;1296451231641;Visa
;;1296451231641;Visa
;;1296451231641;Visa
;;1296451231641;Visa
;;1296451231641;Visa
;;1296451231641;Visa
;;1296451231641;Visa
sdf;sdf;1296451231641;Visa
sdf;sdf;1296451231641;Visa
sdf;sdf;1296451231641;Visa
sdf;sdf;1296451231641;Visa
;sdf;1296451231641;Visa
;;;
;;;
asdfas;asdf;;MasterCard
